regiao,latitude,longitude,dataColeta,valorVenda,diesel,dieselS10,etanol,gasolina,gasolinaAditivada,gnv
SE,-23.0325027,-46.97842319999999,20/04/2021,5.599,0,0,0,0,1,0
S,-25.37636419999997,-49.18336009999999,23/11/2021,6.499,0,0,0,0,1,0
SE,-23.21899609999997,-46.8385899,16/03/2021,4.299,0,1,0,0,0,0
SE,-22.33641179999998,-49.0664834,27/04/2021,5.39,0,0,0,0,1,0
NE,-3.749706399999974,-38.6303816,22/09/2021,4.699,0,1,0,0,0,0
SE,-22.89915329999997,-47.1723675,26/04/2021,3.699,0,0,1,0,0,0
NE,-12.98337979999997,-38.43410739999999,18/04/2021,5.609,0,0,0,1,0,0
SE,-22.55742059999998,-47.3751311,26/10/2021,4.699,0,0,1,0,0,0
NE,-5.8706782,-35.2199985,05/04/2021,5.49,0,0,0,0,1,0
NE,-7.4634467,-34.8072599,08/11/2021,6.599,0,0,0,1,0,0
S,-28.4016181,-54.930902,30/11/2021,7.239,0,0,0,0,1,0
SE,-22.88936379999997,-43.0899318,21/10/2021,5.499,0,0,1,0,0,0
SE,-23.62591879999997,-46.78768400000001,18/05/2021,5.119,0,0,0,0,1,0
S,-31.28900109999997,-54.0724033,13/10/2021,7.499,0,0,0,1,0,0
S,-27.58911449999997,-48.5723942,14/10/2021,4.898,0,1,0,0,0,0
SE,-19.8324002,-43.9435112,24/11/2021,7.025,0,0,0,0,1,0
S,-25.37880839999998,-49.18361460000001,01/09/2021,4.499,0,0,1,0,0,0
N,-9.937112399999975,-67.8247188,30/11/2021,7.09,0,0,0,0,1,0
SE,-23.58872419999997,-46.5758389,12/01/2021,3.699,0,1,0,0,0,0
SE,-22.02290919999997,-47.89246620000001,02/06/2021,4.299,0,0,1,0,0,0
CO,-15.61606089999998,-56.0458329,19/05/2021,5.899,0,0,0,0,1,0
S,-28.26446099999997,-52.384771,17/11/2021,6.909,0,0,0,1,0,0
S,-27.57965709999997,-48.6143377,08/02/2021,4.298,0,0,1,0,0,0
CO,-20.48068679999997,-54.6069592,06/07/2021,4.399,0,0,1,0,0,0
S,-27.50111209999998,-48.6396455,13/04/2021,4.799,0,0,0,1,0,0
CO,-15.65261099999997,-56.1218063,21/10/2021,4.759,0,0,1,0,0,0
SE,-23.0992962,-45.7037025,07/04/2021,3.879,1,0,0,0,0,0
CO,-20.4456567,-54.6003945,18/05/2021,4.497,0,1,0,0,0,0
SE,-23.60180329999998,-46.5568566,20/12/2021,5.969,0,0,0,1,0,0
CO,-15.8727742,-48.0280505,02/06/2021,4.899,0,0,1,0,0,0
S,-27.52969579999997,-48.6193695,25/03/2021,4.989,0,0,1,0,0,0
SE,-20.51947519999997,-47.37008429999999,18/11/2021,6.739,0,0,0,0,1,0
SE,-23.88332599999998,-46.41485900000001,14/09/2021,4.988,0,1,0,0,0,0
SE,-22.2874083,-48.55499529999999,24/08/2021,4.289,0,0,1,0,0,0
N,-9.964119,-67.8142531,30/03/2021,6.29,0,0,0,0,1,0
SE,-22.92572679999997,-48.4551097,06/06/2021,5.789,0,0,0,0,1,0
NE,-14.20529729999997,-41.6638018,11/07/2021,4.795,0,1,0,0,0,0
S,-23.39746179999997,-51.8878163,03/05/2021,5.59,0,0,0,1,0,0
SE,-22.778027,-43.3026193,02/02/2021,3.799,0,0,1,0,0,0
N,-10.1891057,-48.3300128,11/07/2021,5.259,0,0,1,0,0,0
SE,-22.5240388,-44.1743995,15/06/2021,5.799,0,0,1,0,0,0
SE,-23.56246009999997,-46.514869,02/02/2021,4.299,0,0,0,1,0,0
SE,-22.9483397,-46.5393225,09/03/2021,5.499,0,0,0,0,1,0
SE,-20.66256599999997,-43.79633909999999,25/07/2021,4.59,0,0,1,0,0,0
S,-29.1534119,-51.220417,23/11/2021,7.199,0,0,0,0,1,0
CO,-20.39433289999997,-54.55839649999999,10/11/2021,5.399,0,1,0,0,0,0
SE,-22.43723479999997,-46.8074319,27/10/2021,5.238,1,0,0,0,0,0
SE,-19.47000609999997,-44.259096,16/11/2021,5.699,0,0,1,0,0,0
NE,-8.007579199999977,-34.857053,20/07/2021,5.899,0,0,0,1,0,0
CO,-16.6294829,-49.4045875,03/05/2021,5.83,0,0,0,1,0,0
CO,-15.54096389999997,-56.045932,03/08/2021,5.999,0,0,0,1,0,0
SE,-22.74640839999998,-47.3642169,23/11/2021,6.299,0,0,0,1,0,0
NE,-10.68555899999997,-37.43303119999999,15/11/2021,5.7,0,1,0,0,0,0
SE,-21.98992029999998,-47.4204575,19/07/2021,4.759,0,1,0,0,0,0
SE,-22.74503609999998,-47.32967,27/07/2021,4.599,0,1,0,0,0,0
SE,-23.7171217,-46.5563624,30/08/2021,5.894,0,0,0,0,1,0
S,-29.96184509999998,-51.17658089999999,07/04/2021,5.429,0,0,0,0,1,0
SE,-23.21121229999998,-46.8079522,28/09/2021,5.897,0,0,0,0,1,0
SE,-22.88536829999997,-43.66911590000001,06/12/2021,4.198,0,0,0,0,0,1
SE,-23.19011879999998,-46.8906722,13/06/2021,5.379,0,0,0,1,0,0
SE,-23.15060409999997,-45.88737889999999,07/12/2021,4.999,0,0,1,0,0,0
SE,-21.92809249999998,-50.5180442,18/11/2021,5.399,0,0,1,0,0,0
NE,-9.409498999999974,-40.5056421,26/08/2021,6.599,0,0,0,1,0,0
NE,-8.274525799999974,-35.01900399999999,20/12/2021,5.199,0,0,1,0,0,0
NE,-7.166540499999974,-34.86634499999999,11/05/2021,3.98,0,0,0,0,0,1
NE,-12.7014771,-38.39086500000001,29/06/2021,6.099,0,0,0,0,1,0
N,-1.405635399999974,-48.43593019999999,16/11/2021,5.849,0,1,0,0,0,0
S,-24.71717309999998,-53.70955050000001,10/11/2021,6.69,0,0,0,0,1,0
N,-8.765119399999975,-63.8851604,15/08/2021,5.39,0,0,1,0,0,0
SE,-22.31955449999997,-49.03226739999999,11/08/2021,4.09,0,0,1,0,0,0
S,-26.77259319999997,-51.0092224,24/08/2021,4.909,0,0,1,0,0,0
S,-25.37636419999997,-49.18336009999999,14/09/2021,4.359,1,0,0,0,0,0
NE,-5.118393599999973,-42.79672920000001,23/06/2021,4.889,0,0,1,0,0,0
NE,-3.747563899999975,-38.5559025,22/12/2021,6.99,0,0,0,0,1,0
SE,-21.4717544,-47.00769349999999,26/10/2021,5.099,1,0,0,0,0,0
SE,-22.65248109999998,-50.4132207,24/05/2021,4.799,0,1,0,0,0,0
SE,-23.51339059999997,-46.4437647,20/01/2021,2.839,0,0,1,0,0,0
SE,-23.3436852,-47.8427298,12/07/2021,5.699,0,0,0,0,1,0
SE,-22.77570369999997,-43.36202189999999,19/01/2021,3.799,0,0,1,0,0,0
SE,-22.93591069999997,-47.1419817,26/07/2021,3.997,0,0,1,0,0,0
SE,-22.55456019999997,-47.36969519999999,09/11/2021,6.699,0,0,0,0,1,0
NE,-8.082005199999974,-34.9270121,14/02/2021,5.199,0,0,0,0,1,0
S,-30.0467148,-51.1781472,26/08/2021,6.099,0,0,0,1,0,0
NE,-9.663726799999974,-35.75766160000001,08/02/2021,3.699,0,0,1,0,0,0
NE,-12.94278719999997,-38.4018883,31/05/2021,5.89,0,0,0,1,0,0
SE,-22.88864889999997,-42.0356356,03/08/2021,6.699,0,0,0,1,0,0
SE,-22.66138299999998,-50.40089150000001,16/05/2021,4.199,0,0,1,0,0,0
SE,-19.95356819999997,-44.1956126,04/04/2021,3.795,0,0,1,0,0,0
N,-11.43351719999997,-61.46701640000001,04/08/2021,5.13,1,0,0,0,0,0
S,-28.4775042,-49.0070494,28/10/2021,6.699,0,0,0,0,1,0
SE,-22.93268699999997,-42.4956586,07/12/2021,7.499,0,0,0,1,0,0
SE,-22.41399179999997,-46.9591358,15/09/2021,4.599,0,0,1,0,0,0
SE,-22.19846309999997,-47.3915596,19/04/2021,4.278,0,1,0,0,0,0
CO,-15.8445673,-48.0465179,10/03/2021,4.339,0,0,1,0,0,0
NE,-2.558335699999974,-44.24119570000001,07/10/2021,5.299,0,0,1,0,0,0
SE,-22.91637739999997,-47.0462011,10/05/2021,5.299,0,0,0,1,0,0
SE,-20.11502859999997,-44.88138439999999,01/11/2021,5.497,1,0,0,0,0,0
SE,-22.64270489999997,-47.1953847,22/12/2021,5.349,0,1,0,0,0,0
NE,-3.733841,-38.5065422,10/01/2021,3.799,0,0,1,0,0,0
S,-25.51009259999998,-49.1760889,02/06/2021,5.199,0,0,0,1,0,0
NE,-12.7014771,-38.39086500000001,23/11/2021,5.4,1,0,0,0,0,0
CO,-15.8730159,-48.0338419,21/04/2021,4.499,1,0,0,0,0,0
SE,-22.72434979999997,-47.6459221,25/10/2021,4.947,0,1,0,0,0,0
SE,-23.5110315,-47.4882762,09/08/2021,4.249,0,0,1,0,0,0
SE,-23.29749799999997,-45.9544202,02/06/2021,5.399,0,0,0,0,1,0
S,-28.9370975,-49.4974616,17/08/2021,5.699,0,0,0,0,1,0
SE,-20.7453471,-42.87962270000001,07/12/2021,7.48,0,0,0,1,0,0
N,-3.0629172,-59.9835955,01/11/2021,6.69,0,0,0,0,1,0
S,-27.09047209999997,-48.9123917,14/12/2021,6.549,0,0,0,1,0,0
N,1.5528426,-54.4855497,25/05/2021,6.21,0,0,0,1,0,0
SE,-18.8949243,-48.27730829999999,06/04/2021,5.699,0,0,0,1,0,0
SE,-23.4938769,-46.5507207,05/10/2021,4.399,0,0,1,0,0,0
N,-1.724494499999975,-48.8797856,01/08/2021,5.199,0,0,1,0,0,0
SE,-20.4159272,-49.9591213,09/08/2021,4.799,0,1,0,0,0,0
CO,-15.6228265,-56.1087548,17/08/2021,5.999,0,0,0,1,0,0
CO,-15.65833599999998,-56.1231757,07/04/2021,4.497,0,1,0,0,0,0
SE,-22.94482839999997,-46.5393175,04/08/2021,4.159,0,1,0,0,0,0
SE,-22.87611219999997,-47.0389008,25/10/2021,6.199,0,0,0,0,1,0
SE,-22.6998687,-42.5839091,31/05/2021,4.709,0,1,0,0,0,0
S,-23.31457899999997,-51.14264379999999,22/03/2021,5.69,0,0,0,1,0,0
SE,-20.5589159,-47.3691195,10/06/2021,5.559,0,0,0,1,0,0
SE,-23.523097,-46.8061072,07/07/2021,5.699,0,0,0,0,1,0
SE,-23.58430039999998,-46.52435070000001,21/12/2021,6.199,0,0,0,1,0,0
SE,-23.64759379999997,-46.5845016,10/05/2021,5.379,0,0,0,0,1,0
NE,-3.737088799999975,-38.5356138,15/08/2021,5.19,0,0,1,0,0,0
CO,-15.61606089999998,-56.0458329,21/12/2021,6.599,0,0,0,0,1,0
SE,-21.2602291,-48.4562402,15/07/2021,4.399,0,1,0,0,0,0
NE,-12.99830019999997,-38.5235215,23/08/2021,5.19,0,0,1,0,0,0
SE,-22.22046989999998,-42.5045967,22/11/2021,6.499,0,0,1,0,0,0
S,-27.65507199999998,-52.2652174,02/08/2021,4.539,0,1,0,0,0,0
S,-23.37294839999997,-51.9318252,01/02/2021,3.59,0,1,0,0,0,0
SE,-23.4811272,-46.5408713,31/08/2021,5.795,0,0,0,0,1,0
NE,-7.232427199999974,-39.4199732,16/06/2021,4.8,0,1,0,0,0,0
NE,-5.530667699999973,-47.47168819999999,11/11/2021,6.899,0,0,0,0,1,0
SE,-22.0365993,-47.88720379999999,09/03/2021,4.079,0,0,1,0,0,0
CO,-16.1501726,-47.9518517,25/08/2021,4.699,0,0,1,0,0,0
SE,-23.6747164,-46.4211441,08/06/2021,5.179,0,0,0,0,1,0
SE,-23.96428699999997,-46.3991119,29/06/2021,5.399,0,0,0,1,0,0
SE,-22.81100289999997,-45.1920129,19/05/2021,5.199,0,0,0,1,0,0
SE,-19.7326531,-47.9020367,30/11/2021,7.099,0,0,0,1,0,0
SE,-21.1459097,-47.7921241,18/03/2021,5.099,0,0,0,0,1,0
SE,-23.46305519999997,-46.3326299,29/12/2021,6.499,0,0,0,1,0,0
CO,-18.4033785,-49.2132111,13/12/2021,5.29,1,0,0,0,0,0
SE,-20.43437339999997,-49.97082030000001,04/10/2021,5.759,0,0,0,0,1,0
NE,-14.78080179999997,-39.2630623,24/03/2021,5.89,0,0,0,0,1,0
N,-3.1283908,-58.4462458,09/08/2021,6.05,0,0,0,1,0,0
SE,-23.1072748,-45.7100637,22/12/2021,6.099,0,0,0,1,0,0
SE,-23.56491169999998,-46.5895603,05/10/2021,5.399,0,1,0,0,0,0
SE,-21.97806739999998,-46.77701940000001,07/07/2021,4.34,1,0,0,0,0,0
SE,-22.81415619999997,-43.2105873,20/04/2021,4.399,0,1,0,0,0,0
SE,-20.5404223,-47.4178057,16/02/2021,3.597,1,0,0,0,0,0
SE,-23.6814936,-46.4578384,26/07/2021,5.898,0,0,0,0,1,0
SE,-23.61507359999998,-46.56679380000001,10/08/2021,3.199,0,0,0,0,0,1
SE,-20.94704749999998,-48.4883792,10/05/2021,5.522,0,0,0,0,1,0
S,-23.27629779999997,-51.2741214,05/10/2021,4.99,0,0,1,0,0,0
SE,-22.73648769999997,-47.2986724,09/02/2021,2.999,0,0,1,0,0,0
NE,-9.375795799999974,-35.9274133,01/11/2021,5.299,0,0,1,0,0,0
N,-8.741662599999975,-63.8627012,29/08/2021,4.839,0,1,0,0,0,0
NE,-4.956010399999999,-39.0070681,28/06/2021,5.55,0,0,0,1,0,0
SE,-19.76059209999998,-47.9411352,05/07/2021,4.199,0,0,1,0,0,0
SE,-22.86450759999997,-43.56904489999999,17/11/2021,7.079,0,0,0,1,0,0
SE,-23.2182669,-46.8743469,24/03/2021,3.799,0,0,1,0,0,0
SE,-22.3135092,-49.0341171,19/04/2021,3.35,0,0,1,0,0,0
NE,-14.2307018,-42.7729454,07/03/2021,4.597,1,0,0,0,0,0
SE,-20.22475049999997,-40.2702197,02/05/2021,3.959,0,1,0,0,0,0
SE,-23.53801599999997,-46.18342809999999,19/10/2021,5.999,0,0,0,1,0,0
S,-30.88153889999997,-55.5308958,26/05/2021,6.19,0,0,0,0,1,0
SE,-22.73801619999998,-47.63660309999999,22/06/2021,4.399,1,0,0,0,0,0
SE,-23.71826189999997,-46.8479884,18/10/2021,5.899,0,0,0,1,0,0
NE,-13.8653941,-40.0703582,05/11/2021,5.449,0,1,0,0,0,0
NE,-7.228715899999974,-35.8910705,19/10/2021,4.98,0,0,1,0,0,0
NE,-3.733653199999975,-38.4764975,07/12/2021,7.19,0,0,0,0,1,0
SE,-22.5194105,-43.1880338,13/07/2021,6.999,0,0,0,0,1,0
SE,-19.44697909999998,-42.5541237,03/05/2021,5.964,0,0,0,1,0,0
S,-29.78790609999997,-55.740673,06/10/2021,4.999,1,0,0,0,0,0
N,-8.277935899999974,-49.2732588,10/08/2021,6.4,0,0,0,1,0,0
CO,-15.60150859999997,-56.08791840000001,06/07/2021,3.733,0,0,1,0,0,0
SE,-23.66996979999998,-46.4976062,01/03/2021,3.499,0,0,1,0,0,0
S,-28.49069779999998,-48.7722659,01/03/2021,5.255,0,0,0,1,0,0
NE,-12.95272889999997,-38.4429104,19/07/2021,6.28,0,0,0,0,1,0
N,-9.939251099999973,-67.81288669999999,22/09/2021,5.53,1,0,0,0,0,0
CO,-16.72441709999998,-49.2376196,25/08/2021,4.67,0,0,1,0,0,0
SE,-23.60180329999998,-46.5568566,06/07/2021,4.269,0,1,0,0,0,0
SE,-20.80466209999997,-49.4765944,01/11/2021,5.249,0,1,0,0,0,0
SE,-22.92890849999997,-45.4636868,05/10/2021,5.749,0,0,0,0,1,0
CO,-15.52640329999998,-47.3362073,09/05/2021,5.867,0,0,0,1,0,0
SE,-18.92091439999998,-48.22370569999999,13/10/2021,4.857,0,0,1,0,0,0
SE,-22.89273439999998,-42.4683279,07/04/2021,4.299,1,0,0,0,0,0
NE,-2.524250399999974,-44.28617009999999,27/01/2021,4.699,0,0,0,1,0,0
NE,-3.732441699999974,-38.5151029,06/06/2021,4.29,0,0,0,0,0,1
NE,-5.835261199999975,-35.22537119999999,21/07/2021,5.59,0,0,1,0,0,0
SE,-21.76450359999997,-41.3054639,16/09/2021,6.599,0,0,0,1,0,0
NE,-14.2188432,-42.7839281,29/06/2021,5.969,0,0,0,1,0,0
CO,-15.66435579999997,-56.12392879999999,09/06/2021,3.899,0,0,1,0,0,0
SE,-23.5172488,-46.6699305,23/03/2021,4.949,1,0,0,0,0,0
SE,-21.57347489999998,-45.444378,04/10/2021,6.399,0,0,0,1,0,0
SE,-23.5172488,-46.6699305,14/09/2021,5.599,0,1,0,0,0,0
CO,-20.52528629999997,-54.59924319999999,23/12/2021,6.687,0,0,0,0,1,0
S,-25.54700669999998,-54.5659015,27/01/2021,3.29,0,0,1,0,0,0
SE,-20.0772788,-44.58902,22/08/2021,6.19,0,0,0,1,0,0
SE,-19.8525992,-43.92460090000001,15/06/2021,4.495,0,0,1,0,0,0
CO,-16.6708918,-49.2314899,02/06/2021,4.59,1,0,0,0,0,0
S,-27.62815639999997,-48.65358879999999,29/12/2021,6.499,0,0,1,0,0,0
CO,-20.50589059999998,-54.59552519999999,17/05/2021,5.749,0,0,0,1,0,0
NE,-3.724291999999974,-38.5407362,18/07/2021,5.999,0,0,0,1,0,0
SE,-22.68187679999997,-47.6586447,06/09/2021,6.199,0,0,0,0,1,0
S,-23.07927399999997,-52.45577489999999,05/07/2021,4.15,0,0,1,0,0,0
SE,-23.51102109999998,-47.4555772,24/05/2021,3.699,0,0,1,0,0,0
SE,-23.11722589999997,-46.5803061,02/06/2021,5.499,0,0,0,0,1,0
S,-25.37636419999997,-49.18336009999999,07/09/2021,5.899,0,0,0,0,1,0
SE,-16.75486349999998,-43.8813821,01/06/2021,4.69,0,0,1,0,0,0
SE,-23.59505549999997,-46.7491606,04/05/2021,4.698,0,1,0,0,0,0
SE,-22.88598649999997,-43.4688362,20/04/2021,4.699,0,1,0,0,0,0
NE,-3.827770799999974,-38.4934213,11/07/2021,4.699,0,1,0,0,0,0
N,-9.975080499999999,-67.8077974,24/03/2021,5.14,1,0,0,0,0,0
CO,-15.56736119999997,-56.0594431,22/09/2021,5.099,0,1,0,0,0,0
SE,-18.86319669999997,-41.9385816,22/12/2021,6.899,0,0,0,1,0,0
NE,-12.93276629999997,-38.3917436,11/10/2021,5.24,0,1,0,0,0,0
NE,-14.8065085,-39.0626099,08/03/2021,4.189,0,0,1,0,0,0
S,-30.05596899999998,-51.1649728,15/06/2021,6.149,0,0,0,0,1,0
SE,-19.91735189999998,-43.90785779999999,27/07/2021,5.897,0,0,0,1,0,0
SE,-16.3590999,-46.89798690000001,05/07/2021,6.229,0,0,0,0,1,0
N,-9.961292699999975,-67.8280869,06/07/2021,5.39,0,0,1,0,0,0
S,-24.71947199999998,-53.7142778,24/11/2021,5.58,0,0,1,0,0,0
SE,-20.53376309999998,-47.4142405,10/08/2021,4.47,0,1,0,0,0,0
NE,-5.183805699999974,-37.3397708,13/10/2021,5.65,0,0,1,0,0,0
SE,-16.4106353,-46.9002427,17/06/2021,6.199,0,0,0,1,0,0
SE,-19.30614119999998,-40.0605419,12/04/2021,3.79,1,0,0,0,0,0
NE,-3.799412699999974,-38.50495890000001,29/09/2021,6.099,0,0,0,0,1,0
SE,-23.63909869999997,-46.7938433,21/06/2021,4.099,0,0,1,0,0,0
SE,-22.39783299999997,-47.55679199999999,10/03/2021,3.799,0,0,1,0,0,0
SE,-21.1902916,-50.45570600000001,27/10/2021,6.499,0,0,0,1,0,0
S,-25.45030819999998,-49.2644534,14/07/2021,4.099,0,0,1,0,0,0
S,-29.4708775,-51.9662845,27/09/2021,4.639,1,0,0,0,0,0
SE,-23.56174699999997,-46.5423337,09/11/2021,6.999,0,0,0,0,1,0
SE,-23.1952384,-47.2859743,27/07/2021,4.599,1,0,0,0,0,0
CO,-11.87918659999998,-55.5165458,20/12/2021,4.999,0,0,1,0,0,0
SE,-22.92643259999998,-46.9680287,16/06/2021,4.499,0,1,0,0,0,0
SE,-21.28451089999998,-50.3408367,18/11/2021,5.599,0,1,0,0,0,0
SE,-23.5576957,-46.4873892,13/10/2021,5.699,0,0,0,0,1,0
SE,-20.29737819999998,-40.2912203,29/04/2021,4.699,0,0,1,0,0,0
SE,-18.91167159999998,-48.2192038,20/04/2021,5.629,0,0,0,0,1,0
SE,-22.73801619999998,-47.6387775,20/04/2021,3.499,0,0,1,0,0,0
SE,-21.61389989999997,-48.3593096,25/01/2021,3.599,0,0,0,0,0,1
N,-1.057802899999974,-46.7628727,15/12/2021,5.77,0,1,0,0,0,0
SE,-22.73473569999997,-47.3549768,11/08/2021,5.599,0,0,0,1,0,0
SE,-23.55557529999997,-46.56546,09/06/2021,4.698,0,1,0,0,0,0
S,-29.91737739999997,-51.04692819999999,05/10/2021,6.239,0,0,0,0,1,0
CO,-16.71183819999997,-49.25063209999999,09/06/2021,4.459,1,0,0,0,0,0
SE,-23.25662099999997,-47.3056001,29/08/2021,3.699,0,0,0,0,0,1
SE,-21.1189905,-42.94059559999999,06/12/2021,5.799,0,0,1,0,0,0
SE,-22.9094226,-47.7081114,09/08/2021,5.799,0,0,0,0,1,0
SE,-19.4673703,-44.2467169,16/03/2021,4.159,0,1,0,0,0,0
SE,-18.9210184,-48.2151001,08/11/2021,6.899,0,0,0,1,0,0
NE,-14.86642349999998,-40.8445025,11/10/2021,5.24,0,0,1,0,0,0
SE,-22.7027534,-43.2836527,09/08/2021,5.299,0,0,1,0,0,0
SE,-21.20034719999997,-41.8955361,10/11/2021,7.499,0,0,0,1,0,0
SE,-21.11076669999997,-47.98582249999999,27/12/2021,5.599,1,0,0,0,0,0
S,-28.4775042,-49.0070494,23/03/2021,3.399,0,0,0,0,0,1
NE,-2.511762099999974,-44.2440283,05/05/2021,5.099,0,0,0,1,0,0
S,-26.31645339999998,-48.8452752,09/08/2021,4.849,0,0,1,0,0,0
SE,-21.18717309999997,-47.78575749999999,01/09/2021,4.399,0,0,1,0,0,0
SE,-22.7694649,-43.40912910000001,19/10/2021,6.798,0,0,0,1,0,0
N,-8.738184999999973,-63.8819807,29/06/2021,4.95,0,0,1,0,0,0
SE,-23.47110569999997,-46.5410022,18/01/2021,3.099,0,0,1,0,0,0
SE,-21.14883499999998,-48.9777329,21/06/2021,5.699,0,0,0,0,1,0
SE,-22.94136469999997,-45.4617635,26/11/2021,6.299,0,0,0,1,0,0
CO,-16.7294882,-49.2485078,14/12/2021,4.99,0,0,1,0,0,0
S,-29.86632779999997,-51.1758771,18/03/2021,3.995,0,0,0,0,0,1
S,-25.35646439999998,-49.22698640000001,12/10/2021,4.599,0,1,0,0,0,0
SE,-18.92422309999997,-48.2649589,06/05/2021,4.199,0,0,1,0,0,0
SE,-19.95505699999998,-44.0355927,02/08/2021,5.899,0,0,0,1,0,0
CO,-15.6107105,-56.0521754,20/01/2021,3.177,0,0,1,0,0,0
SE,-22.83192739999997,-42.3511278,08/06/2021,4.399,1,0,0,0,0,0
SE,-20.807931,-49.5039329,04/08/2021,3.899,0,0,1,0,0,0
NE,-12.8844466,-38.432407,15/03/2021,5.83,0,0,0,0,1,0
SE,-23.15060409999997,-45.88737889999999,07/12/2021,6.389,0,0,0,0,1,0
SE,-22.87331569999997,-47.0383424,20/12/2021,5.947,0,0,0,0,1,0
NE,-14.78414689999997,-39.051615,21/03/2021,5.87,0,0,0,0,1,0
NE,-12.97882639999997,-38.4966035,29/11/2021,6.999,0,0,0,0,1,0
SE,-22.65946389999998,-50.41437430000001,09/05/2021,4.377,0,1,0,0,0,0
SE,-21.54616249999997,-45.44464910000001,11/08/2021,4.749,0,1,0,0,0,0
SE,-21.8002268,-48.1855761,01/11/2021,6.099,0,0,0,1,0,0
S,-25.4408131,-49.2835093,27/12/2021,5.399,0,1,0,0,0,0
NE,-10.68555899999997,-37.43303119999999,03/03/2021,4.49,1,0,0,0,0,0
CO,-20.46579179999998,-54.6030563,14/09/2021,4.299,0,0,0,0,0,1
NE,-3.810701199999975,-38.4933064,29/08/2021,5.27,0,0,1,0,0,0
SE,-18.8700978,-48.24432909999999,28/09/2021,6.299,0,0,0,1,0,0
SE,-22.65310319999998,-50.4262727,22/08/2021,3.949,0,0,1,0,0,0
SE,-22.9142967,-43.0910986,16/05/2021,6.399,0,0,0,1,0,0
CO,-17.8080519,-50.9162614,21/06/2021,4.09,0,0,1,0,0,0
S,-26.07414759999998,-53.04752159999999,05/11/2021,5.79,0,0,1,0,0,0
S,-29.17323429999998,-51.513686,18/08/2021,4.54,1,0,0,0,0,0
CO,-20.79354259999997,-51.6951002,13/10/2021,5.299,0,0,1,0,0,0
SE,-20.26609409999998,-40.287025,14/04/2021,5.799,0,0,0,0,1,0
S,-25.10229319999997,-50.15971689999999,20/10/2021,6.199,0,0,0,1,0,0
SE,-21.87249249999998,-51.8358007,19/07/2021,4.729,0,1,0,0,0,0
N,-3.088371699999974,-60.0464324,01/11/2021,5.29,0,0,1,0,0,0
S,-29.9221062,-51.17814869999999,23/12/2021,7.059,0,0,0,0,1,0
SE,-22.88050039999997,-43.09655679999999,25/04/2021,4.999,0,0,1,0,0,0
CO,-15.6495871,-56.1211822,09/06/2021,4.79,1,0,0,0,0,0
SE,-23.53068559999997,-46.7906869,19/08/2021,4.299,0,1,0,0,0,0
CO,-15.53930339999998,-47.337937,18/07/2021,6.159,0,0,0,1,0,0
S,-5.152973900000001,-34.8624166,10/11/2021,4.999,1,0,0,0,0,0
NE,-12.96724239999998,-38.5011294,15/02/2021,4.97,0,0,0,1,0,0
CO,-15.8178554,-47.89901709999999,03/02/2021,4.949,0,0,0,0,1,0
S,-25.53357949999997,-54.5758905,11/05/2021,5.65,0,0,0,1,0,0
SE,-22.87746329999997,-43.409349,31/08/2021,6.099,0,0,0,1,0,0
NE,-14.78414689999997,-39.051615,04/07/2021,5.97,0,0,0,0,1,0
NE,-5.815379899999975,-35.238433,08/12/2021,5.68,0,1,0,0,0,0
SE,-19.87523239999997,-43.9314722,01/06/2021,4.39,0,0,1,0,0,0
N,-7.201669699999974,-48.21242609999999,21/12/2021,6.94,0,0,0,0,1,0
NE,-5.8750431,-35.1956117,25/08/2021,4.759,1,0,0,0,0,0
SE,-23.69242789999997,-46.60718819999999,11/10/2021,4.899,0,1,0,0,0,0
SE,-23.4755048,-46.5313065,03/11/2021,6.279,0,0,0,1,0,0
NE,-3.724291999999974,-38.5407362,02/11/2021,5.869,0,1,0,0,0,0
SE,-23.6096302,-46.5451516,29/03/2021,4.999,0,0,0,1,0,0
SE,-22.80359739999998,-47.2606522,25/05/2021,5.399,0,0,0,0,1,0
SE,-22.7546649,-47.1492243,22/02/2021,3.999,0,1,0,0,0,0
SE,-23.51683919999997,-46.8676034,12/01/2021,3.399,0,1,0,0,0,0
NE,-7.950146800000001,-34.8770235,25/05/2021,3.59,0,0,0,0,0,1
SE,-21.281061,-50.320449,03/02/2021,4.599,0,0,0,0,1,0
S,-23.03435879999997,-50.5747923,29/11/2021,5.25,1,0,0,0,0,0
S,-29.96184509999998,-51.17658089999999,07/04/2021,5.419,0,0,0,1,0,0
CO,-16.29991399999997,-48.94704839999999,17/11/2021,6.895,0,0,0,0,1,0
SE,-19.46435419999997,-42.55716410000001,20/12/2021,5.294,1,0,0,0,0,0
SE,-22.4359391,-46.9751542,17/11/2021,4.999,1,0,0,0,0,0
CO,-22.22171299999997,-54.7550951,30/08/2021,4.699,1,0,0,0,0,0
SE,-22.52974789999998,-43.20340330000001,29/03/2021,5.144,0,0,1,0,0,0
N,-8.752837699999974,-63.88176189999999,07/03/2021,5.599,0,0,0,0,1,0
NE,-14.2027983,-42.7808776,19/04/2021,4.297,1,0,0,0,0,0
SE,-23.0307159,-43.4716822,18/11/2021,7.199,0,0,0,1,0,0
SE,-22.8913837,-42.4601812,19/05/2021,4.699,0,1,0,0,0,0
NE,-3.744644199999999,-38.6202069,27/10/2021,6.649,0,0,0,1,0,0
